numerical_review,comments,sentiment,review_length,label
4,"cute flat perfect position for me between Poblenou and the city center very nice contact with Sonia and her brother, always answered messages immediately",0.24375,163,0
4,It was a nice stay at sonia's place. Nice decorated and well situated. She was not there to welcome us but she organized with a friend of her to open the flat and showed us everyrhing in the flat,0.325,195,0
2,"The cleaning staff welcomed us and told us about everything practical. The place was clean and neat when we arrived. Small and cozy apartment with everything needed. The neighborhood is peaceful and there are good shopping right next to the apartment. The apartment is within walking distance to everything in the center of Barcelona, ​​and is also well connected to the public transport. We had a nice stay.",0.16523809523809524,408,1
5,"Its very central and easy to get anywhere in Barcelona, nice neighbourhood but it has a small and not heated bathroom. Very friendly and helpful hosts",0.25416666666666665,152,0
4,"Excellent, super recommended",0.6666666666666666,28,0
5,"Great location, well connected, nice view.",0.7,42,0
2,"Our stay in Barcelona was very satisfactory. Sonia very friendly and was present several times, asking if everything was fine. The apartment much better than I expected, very well equipped, has absolutely everything that needs and more. Excellent location, safety and cleaning. absolutely recommended.",0.30034722222222227,319,1
4,"Her unit is conveniently located not far from plenty of major sights. The unit is on the smaller side, but does not feel crammed. Definitely a great choice!",0.253125,156,0
2,"Great place, with everything you need for two people for a few days, great location, close to everything, restaurants, markets, sights, subway, bus. Sonia always kind, responds fast and good tips.",0.4833333333333334,196,1
5,Antonio was a great host. The location is great. It is close to many great places in Barcelona. I felt like a local in the neighborhood.,0.5800000000000001,136,0
2,Great apartment for family with 2 children. Fairly close to Metro Station Clot. Everything present. Only bunk bed for the children cracked very much. Antonio showed us the way in the area.,0.352,188,1
2,Good location. Adequate quality-price ratio. To highlight the beds that are very comfortable.,0.5177777777777778,93,1
5,Antonio is a great host. We stayed in his place being a family of 4 and the place was nice to stay and Antonio was very reactive when come to responding to our questions and sharing good place to go and eat in Barcelona.,0.575,220,0
2,"Antônio was very friendly, he received us very well and attentive at the time of arrival. He left us very good recommendations from the city and the apartment was very good, it had enough space and all the necessary comforts.",0.36343749999999997,225,1
2,There was everything for a family with 2 children. The room is useful.,0.3,70,1
2,"Excellent experience in general, highly recommended!",0.4166666666666667,52,1
5,The apartment was AMAZING! One tip: Do not attempt to take a taxi going here because it is LITERALLY soooo close to Plaça Catalunya via Portal Del Angel. I also suggest taking this route for easier navigation with heavy luggage. The apartment is pristinely maintained. It has almost all the equipment and materials you'd need and you don't need to worry about lugging bags up a staircase because there's an elevator! (Thank God for the elevator). The apartment is spacious for three people and it could easily fit four to even five or six. The only thing is that there is almost no english channel (at the end we were able to find one with documentaries) and the hot water in the main bathroom sometimes gets faulty.,0.22708333333333336,720,0
4,"Apartment very well located! We had a great stay at 5 in Ramon's apartment. 2 steps from the Rambla, 20min walk from the beach. The whole family appreciated this stay in Barcelona. Thanks to Ramon for his apartment and his ease of communication.",0.32999999999999996,245,0
4,Great apartment but to park excessive parking,0.275,45,0
5,A fantastic location in the heart of the Gothic area!,0.5,53,0
5,Great location and the hosts are very helpful and responsive. The front rooms had a lot of street noise all the tine though because of the tourists and narrow streets. The furniture is very basic and not comfortable. The linens and amenities are very bare bones. Overall we were comfortable but it was a good value for the location more than the apartment.itself.,0.22649999999999998,363,0
2,A beautiful apartment very well equipped and very well placed. Lots of shops nearby. Very close metro. 15 'walk from the Sagrada Familia. Quite calm. I highly recommend it for family groups up to 6 people.,0.3183333333333333,207,1
4,Good house,0.7,10,0
4,"Blanca has been an excellent host. Communication has always been easy, and both arrival and departure simplified us. The house is phenomenally located, and very well conditioned. I hope we can repeat in summer",0.5333333333333333,209,0
5,"Great apartment with everything you could possibly need available for you. Great location, very central to everywhere we wanted to visit and found it very easy to find our way around the area. Hosts very helpful and responsive if ever there was a slight issue.",0.3245833333333334,260,0
5,"We found Maria to be a great host. She was very responsive before our stay and met us outside the apartment when we arrived. She also arranged a travel cot in the apartment for our baby at no cost which saved us having to bring one from home. Maria's apartment is spacious, clean, quiet and very centrally located - it was perfect for getting everywhere we wanted to go in the city. The main bed was very comfortable with good pillows - so important! overall the apartment was very comfortable and I'd recommend for anyone with a baby/kids. Only things to know are perhaps that the second bedroom is a bit tight on space for a cot so baby needs to be in the main bedroom with you, and also the balcony is accessed from the bedroom not the living room. Not great views but mainly good for smokers as Maria clearly states. The building has a lift but it is very small, so only good for small buggies/prams if you have children! We'd recommend Maria's apartment wholeheartedly, thanks Maria for being a great host.",0.23938186813186813,1011,0
5,The apartment was clean and very spacious. It was located close to everything we wanted to see. Maria was also very helpful and always replied back to our messages right away. If I come back to Barcelona I would stay here again. Would recommend Maria's place to everyone.,0.17539682539682536,271,0
5,"Maria is a great host, so friendly and helpful. The apartment is perfectly situated in the heart of Barcelona. It is very spacious, clean and modern. Highly recommend!",0.4986111111111111,180,0
5,Cool apartment right in the heart of the city. Close to everything you'd need for a stay in Barcelona. Would certainly go back.,0.2119047619047619,127,0
5,This is a well appointed apartment and beautifully located in the city. Very easy to walk the old parts from there.,0.5044444444444445,115,0
5,"Arriving and getting the keys was super easy. The location in Gracia was perfect, especially if Sagrada Familia is in your bucket list. Our kids loved the sleeping behind the curtains. It was great for our family of 4",0.40952380952380957,217,0
4,good,0.7,4,0
2,It is one stylish apartment.,0.5,28,1
2,Apartment on the 2nd floor in a very beautiful building with elevator very well located in Barcelona. Common entrance hall with the Ana apartment. Architect apparent with a rustic side like Spanish inn with a very large table. A single room. Arrivée and flower departure with Ana. All went well!,0.1424107142857143,295,1
5,Ana is an awesome host! The place is located in a wonderfully central spot. We loved all the architectural touches in the apartment too! Ana was very accommodating too. We would stay there again if we’re in Barcelona!,0.53125,217,0
4,Great flat near the Sagrada familia,0.2916666666666667,35,0
3,"Everything was very good. Nice apartment faithful to the description, top reception!",0.7116666666666666,84,0
5,"My boyfriend and I had a fantastic stay at Isidre's place. Once we arrived we were greeted by Isidre's lovely parents, who made us feel incredibly welcome and showed us where everything was. They even recommended a lovely local place for lunch! The apartment is a great size, bigger than we expected, and stocked with everything we needed like toilet paper, milk, cereal and chocolates. It was so lovely! The master bed is so comfy, we slept so peacefully every night. The neighbourhood was great and lively but peaceful too. It's about a 40 minute walk to the beach, or you can take the train in 20 minutes. I would definitely stay here again, and I would recommend this place to anyone going to Barcelona!!",0.3073593073593074,731,0
2,"What a superb stay spent at Isidre! is a helpful host, very caring for his guests. He starts everything to feel at home, at home. his apartment is simply splendid: good location, spacious (3 real bedrooms!), Bright and completely equipped. Spices, oil, sugar, coffee ... In the cabinets: everything is done to simplify our life! At the end of my stay, I had the opportunity to get to know the parents of Isidre: they are charming, very affectionate people and ready to help you. I will not fail to return home during my next stay in Barcelona. !",0.38717948717948725,587,1
5,"Amazing apartment. We received most worm welcome from the host. Walkable to attractions, markets, subway stations.",0.6333333333333334,122,0
2,The positive points were the location and service I received. The property itself left a lot to be desired. I didn't think the announcement photos were compatible with the condition.,0.11363636363636363,182,1
5,"Perfect, clean and nicely done up apartment for family holiday in the university-quarter with a friendly host, who gives you straight tips - thank you Pau for this wonderful place",0.5902777777777778,179,0
5,"What a great host, Rosa. Thank you for everything. It was such a lovely place",0.43333333333333335,77,0
3,"We lived with Rosa for three nights. Lovely and spatial apartment, good area, and named to find around both walking and public transport. The only thing that bothered us was a little smell from the sewer. pink is very sympathetic and helpful.",0.22321428571428573,260,0
4,An ideal place to visit Barcelona with the metro right next to the apartment and located on line 4 very practical to go to many interesting sites in Barcelona. The welcome was very warm and the hosts quickly answer questions. I highly recommend!,0.4499047619047619,253,0
5,We had such a beautiful time here! It is at walking distance from the Poblenou rambla and the beach. It is also next to a great Sicilian ice cream shop called Cosí Duci and a great wonderful restaurant called Minyam. The subway and the metro station is right across the street from this apartment. It is well equipped and has everything needed to enjoy a great stay! We will come back for sure!! Ani is a great host!,0.5889136904761905,416,0
1,"Ani received us great, he was very friendly and I wait for us without problem because our train delayed. The department is very well located near the beach and halfway from the subway station, there are restaurants and supermarkets. Everything went well, you should only consider what the bathroom has reduced space and the room with bunk beds is a bit hot at this time of year. In general, all good and we thank Ani for his treatment and kindness. Thank you!",0.3453125,459,1
5,"A very good address. We settled (two retired couples) at Lara from April 14 to 18. The prior discussions by email with her were fruitful and allowed us to prepare our stay in good conditions. In addition Lara was attentive to facilitate our arrival and our departure. (Reservation of a taxi for the Airport -Appart, Check-in and Check-out route better suited to our schedules) We were very well received by Myriam, Lara's sister-in-law. The apartment, located in a nice neighborhood is very pleasant and well equipped. It may be more suitable for a couple with two children, the second bedroom (2 beds) being smaller. The four floors to rise can be a drawback, but have not really embarrassed us. The bus stop and the nearby metro station are appreciable assets. It is indeed easy to go to all interesting places in the city, and you can also go on foot to Casa Mila and Casa Battlo, as well as to the Sagrada Familia !! So we had a great stay in Barcelona, ​​discovering, among others, Gaudi monuments! Thank you again to Lara for her excellent welcome. See next time ... !!? Patrick,",0.48567982456140363,1134,0
2,"Nice location, short distances to the hotspots. Nicely furnished apartment - with everything you need.",0.39999999999999997,108,1
3,"Adorable apartment with good qualities and equipped to the minimum detail, the unbeatable area and the owner in addition to very pleasant facilitates all kinds of comfort ... we feel at home! More cannot be asked",0.675,212,0
2,You can expect nothing but 5 stars.,0.0,35,1
4,Amazing rental. Phenomenal location - central to everything. Highly recommend.,0.315,80,0
5,"Great location, loved the vibe of the neighborrhood.",0.75,52,0
5,"Unfortunately I did not get to meet Olivia but she was great at keeping in touch with me and making sure everything was clear and we were happy. The apartment was exactly as described, well equipped and in a great location. I would stay again. Thank you",0.39285714285714285,254,0
5,"The apartment looks exactly like all the pictures - and that's a great thing. The place was beautiful. I loved the high ceilings, the small balcony and all the little details (like the map hanging on the wall and all the different tiles throughout the space). Cyril and Olivia had great communication the entire time. When we first arrived I called to have them open the door and they answered right away and let us in. When we wanted more towels we messaged them and they responded quickly and brought more towels over. Overall we loved the apartment and had a great experience. We would definitely stay here again and if you're considering this place I recommend booking it.",0.3245773809523809,676,0
2,"Very large old apartment with a stylish furnishings, optimal location. A dream!",0.3345238095238095,79,1
5,We were only 2 but plenty of room for 4 except bathroom is off one bedroom. Clean and everything there in the kitchen. One downside is that it is noisy in the living area. Old windows and they wouldn’t close properly. But bedroom is quiet. Good bathroom and shower. Water could be a little warmer (it isn’t cold). Excellent location. Near metro and buses to airport. Lots of good restaurants. Do try the Persian 10 minutes away. Felt safe,0.22326388888888885,438,0
5,Cozy room with a great view. Really close to the plaza that the bus drops you off after the airport. Alex was very welcoming and a super nice host.,0.3222222222222222,147,0
2,Alex is very friendly and helpful. The accommodation is easy to access.,0.4604166666666667,77,1
0,Tomasz sent the directions with various transport options immediately after contacting them. He was a very nice homeowner. The bed linen were freshly washed. It was also pleasant to sleep. Communication worked quickly at any time. Next time I would prefer him again. He is highly recommended. Everything great !! Gladly again!!,0.454212962962963,327,1
5,Great place to stay in Barcelona! There is everythings you need ! Thanks again,0.6,80,0
2,Very warm welcome from Martí. The situation in the apartment is ideal and the description does not lie. delighted to have had a good time (2 weeks) in Barcelona.,0.776,173,1
2,Hoist always available. Clean and functional apartment. Excellent location,0.5888888888888889,74,1
2,"Very good stay, central department and with all services; A step away. Marc gave us very good recommendations !!! Thank you so much.",0.5275,132,1
5,"Amazing house with very convenient location,walking distance to Mercat de la Boqueria,thousand restaurants option around. Thanks Marc so much for helping us with the luggage! Pls do not bring bigggg luggage like me, there's no lift. And the room is big and cozy, i love the small balcony the most : )",0.23333333333333334,304,0
2,"Excellent location, 100% super attentive host communication",0.5777777777777778,59,1
2,"Excellent location, close to everything, the place is very wide, fair price",0.5233333333333333,75,1
2,"Quiet apartment, well equipped, clean and very well located 2 steps from the Plaza Catalunya. Easily accessible from the airport, ideal for visiting Barcelona on foot. David is very responsive and allowed us to enter the apartment earlier than expected. Housing at 100 % recommendable!",0.23958333333333337,285,1
2,"The department, well located and in excellent condition. The only negative thing is that we did not have detergent or waste bags which helps to keep the place clean",0.17333333333333334,164,1
4,Thanks damien!,0.25,14,0
3,"The department is well located near Metro stations, it is perfect if you are only going to rest. Mireia allowed us to leave the luggage before check in in to be able to get to know the city.",0.4,190,0
4,"A big thank you to Julie who knew how to welcome us to this magnificent city. The apartment is ideal for a family with two children. Yes, the bathroom is very small and the toilet inside but 3 bedrooms and a living room, it's still luxury! It is located in a very nice, lively but not too nice neighborhood, on the fourth floor which is nice. We go very quickly on the sites to visit. It was 4 wonderful days. THANKS !",0.43807359307359306,418,0
3,We have been very good on the floor. It has everything necessary. The floor is small but it was very clean and tidy. It has three bedrooms (two of them double) and this is a plus. Well equipped kitchen. It has undoubtedly been a good choice because the location has been unbeatable for the purpose of our trip.,0.34809523809523807,310,0
4,Wonderful location Amazing decor. Will be back for another stay,0.5,72,0
2,Spacious apartment and impeccable cleanliness. The place is really central. One of the most beautiful Nocarz that we have rented. Ideal for 2 people.,0.6,149,1
1,That was very good location,0.9099999999999999,27,1
5,Perfect location! Close enough to the main attractions but away from the hustle bustle. The apartment was beautiful and plenty of room for our family of 4. We enjoyed our coffee on the balcony every morning. I will be booking again on our next trip to Barcelona! Natalia is a wonderful host! The cafe next door is amazing and we had the best burgers in Barcelona at the Snack Bar two doors down.,0.451010101010101,396,0
5,Natalia’s place had everything we needed. The terrace was beautiful and surprisingly quiet considering the lively neighbourhood. Great restaurants and bars around. Natalia greeted us on arrival and explained everything very well which was a nice touch.,0.4310606060606061,252,0
4,"First of all, we would like to thank Bryan for his welcome and his patience (had a slight delay following an incident on arrival) The apartment is faithful to the photos ... clean, well located and functional. We had a great stay !!! Thank you Maria :-)",0.39285714285714285,278,0
5,Was an excellent stay. Place was great looked just like the pictures… was close and walkable to other attractions. Overall great stay,0.495,133,0
4,"Clean, sober, well equipped accommodation. We felt at ease at 5 adults. Complies with the photos. Metro stations nearby, close shops and appreciable bakery. The host is very responsive and easy to communicate but we have not met them because the apartment is managed by a company, but it is easy to reach and offer some recommendations to the apartment. Thank you for the very good service, we have spent a fantastic stay :)",0.36037037037037034,442,0
2,Smooth interaction The apartment is comfortable Near the ocean A lovely area around the ocean A lovely graphics,0.4666666666666666,123,1
2,Exceptional apartment. Good location and benefits. We feel at home totally! We will repeat insurance.,0.45555555555555555,113,1
5,"A beautiful apartment close to everywhere, and she is an amazing host. I highly recommend!",0.55,90,0
5,"Don't think, book it. Laia's place is awesome, and we really enjoyed our stay. The location is great, close to everything but away from the hustle and bustle. The apartment is new and tastefully designed and decorated. Has everything that one can need, including the best shower we ever had at an nocarz (and better than most hotels) and an awesome terrace. Moreover, Laia kindly provided baby gear so we didn't have to schlep around too much stuff. They even replaced our towels with clean ones half way through the stay, which is a great touch. The only thing to note is that there are 20-25 stairs to get to the elevator, which we didn't expect and sucked a bit with a stoller, so if you have kids or accessibility limitations you should know, but hey it's Barcelona and we need to be thankful for the existence of an elevator... Wasn't too big of a deal honestly. Bottom line, awesome stay at one of the best nocarzs we have stayed it. You won't regret booking it.",0.5464646464646463,978,0
5,"We loved the balconies and the vistas! La Sagrada Familia and some of the mountains are in clear view from the apartment, which makes Laila’s home so magical. It’s centrally located and we never felt like the apartment was too far out of the way from the neighborhoods we ventured out to visit. I would definitely book with Laia again!",0.2625,335,0
5,"Laia was great. Provided a list of things nearby that helped eased our travel, she was communicative, and provided solutions to any and all problems. Space was amazing, location was ideal, and will stay there next time! Best host I’ve had in years.",0.5750000000000001,258,0
5,"Great apartment in great location close to everything. We really enjoyed our stay in Barcelona. Isabelle was an amazing host, who gave us lots of insider tips and made us feel at home instantly! Totally recommend :)",0.5333333333333333,215,0
3,"Nice and quiet place, very central located in a busy but not over-crowded street.",0.175,81,0
2,"The landlord is very good and has a good communication. The location is also great, and it is quick to walk to Batello House and not far from the shopping street. The only disadvantage is that you cannot take a bath with four people, and at most you will have no hot water. But overall it's pretty good",0.3653030303030303,302,1
2,"We were in Barcelona with 3 more friends for 5 days and we could not have chosen a better place .... the Gemma department is very well located, just 2 blocks from the Rambla and 3 from Paseo de Gracia .... next to the square of the University and Plaza Cataluña ... really strategically located to be able to walk everywhere .... You have everything you need to have a comfortable and pleasant stay ... I recommend it 100%",0.37916666666666665,422,1
5,"Patricia was a nice host. She was very flexible with our timing since we had some difficulties with our flight. The appartement is exactly as described, a good clean room and a private bathroom. The location is ideal to visit Barcelona when using metro services. Although the flat is shared with Patricia and her husband, it didn't feel like that. We had a great time in their city thanks to their hospitality.",0.3991666666666667,410,0
5,"The house is small, but very comfortable and is in a great location. It is 10 minutes on foot from Parc Guell and the Sagrada Familia. Also the metro is very close with 3 stops you arrive on the Rambla. It takes about 30 minutes on foot. We found some ""problems"" but they did not negatively affect our stay, and they are: - the broken shutter - the pans still greasy - they only gave us 2 towels and they were small, luckily we had our own. In addition to this the house has all the necessary services for a comfortable stay and to be able to enjoy a holiday. The host is always available for any eventuality and responds very quickly.",0.21577777777777776,655,0
5,"Watch out if you are scheduled to arrive after 9pm as there is a $30 fee. We were unaware of this when we booked in 2021 and in none of the emails / confirmation messages was this highlighted. The location is a little far out of city centre so if you want to be able to walk / not relay on public transport this maybe isn’t the best place for you. In terms of cleanliness, the apartment was clean, however could do with a little bit of love. The shower did leak, the “outdoor terrace” area is heavily shaded, and the television signal did not work.",0.18916666666666668,559,0
2,"Comfortable location, very nice area. Very attentive host. The sofa bed is a bit uncomfortable. Well equipped kitchen.",0.30000000000000004,118,1
4,Everything was super! Good location! Very ok apartment with big terrace!,0.4854166666666666,72,0
4,"Very welcome. Excellent location (close to restaurants, holes, Sagrada Familia and a taxi station). Animated district without being noisy. Fully equipped apartment (nothing is missing). Only drawback: the steps to climb to the third floor (which can be trying, especially with a stroller). We had a great stay.",0.37142857142857144,322,0
2,"Good location, 1 min from the sacred family and near the metro. Very accessible host and apartment with good condition",0.496875,118,1
2,Everything corresponds to the price. Everything is fine.,0.4166666666666667,56,1
4,"Very pleasant accommodation, very clean and tastefully redone even if lacking a bit of brightness and a slightly more clear view. Practical in terms of access to transport, and at the feet of the Sagrada Familia but in a very quiet small street.",0.2966666666666667,245,0
5,Thank you for this amazing stay! The location is magnificent. The apartment was very clean and haf everything available thats needed for a comfortable stay in Barcelona.,0.6053333333333333,169,0
5,"PROs: The location of Felix’ place is excellent — one block from the Sagrada Familia and close to tons of restaurants. Felix was super responsive and helpful — he does have to hand you the key, which we felt bad about because we arrived very late at night but he didn’t seem to mind. The apartment is comfortable for a family and there is a washer for laundry. There was a coffee maker and cream. Apt was well stocked with shampoo, body wash, cleaning supplies, etc. CONS: We did get charged extra for arriving late plus the tourism tax — listing does not appear to have been updated with the latest tourism tax bc it changes so I would make sure to ask amount plus age of kids that have to pay. While it worked for us, it is a 4th floor walk up and staircase is narrow. I only mention bc it may not work for some with a lot of heavy suitcases.",0.11023809523809525,853,0
5,Juan Carlos and Nina's property was an excellent base from which my group of 7 explored Barcelona. The apartment is very well situated. The place was very neat and clean and well equipped. Juan Carlos and Anna were gracious hosts and I'll stay with them again.,0.19333333333333333,260,0
5,"Jon was a great host - very welcoming and allowed us to check in early which was very helpful. The apartment itself is amazing - clean, small but spacious, had everything we needed, good location. Loved the balcony in the evening for a glass of wine. We would recommend this place to all of our friends and would definitely stay again if we return to Barcelona. Thanks Jon!",0.33333333333333337,373,0
2,"Housing consistent with the photos, the balcony is however very small, otherwise the equipment is of good quality, such as air conditioning, and wifi The owner welcomed us, gave us reliable documents concerning points of interest such as restaurants, The accommodation is well placed, even if it takes 30 minutes to go to the beach, if not for the rest, we are central",0.10416666666666667,381,1
5,"Great place, great host. Suited our needs very well.",0.6,52,0
5,Really nice and authentically Spanish feeling apartment. We really liked the location too as we could easily get anywhere and it wasn't right in the middle of the tourist areas. The apartment itself is a little noisy with the above neighbours stomping around on Friday and Saturday at around 2am. Nothing too bad though. There's a really amazing tapas restaurant nearby called La Platilleria that does amazing wine and better food! The host was absolutely wonderful and really made us feel welcome and gave us the low down on the whole city.,0.2722773368606702,541,0
4,A very good location. Answers to any super fast inquitude. The apartment is comfortable and has enough to have a good time.,0.4238888888888888,123,0
5,"Awesome location in Poble Sec, a quick 20 minute walk from La Rambla and one street away from a plethora of tapas bars. Nice to stay in a more local area. The apartment has everything you need. We really enjoyed our time there.",0.40476190476190477,227,0
5,Great location close to food and walking distance to many things! Close to subway to make exploring the city easy! Hosts were very nice and helpful. Would stay again!,0.7354166666666667,166,0
5,Great little flat in a great location.,0.34687500000000004,38,0
5,The stay was great from the cleaning and the check in till the end every thing was absolutely amazing we wanted to stay for longer and we booked more and more nights for a total of 8 or 9 nights The host juan was very available and helpful and answered to all of the requests and questions we had i realy recommend the stay in this apartment absolutely great vfm and great experience,0.5650000000000001,388,0
0,"I will recommend Mariona's accommodation because the price-performance ratio was right, the equipment and location of the accommodation met my expectations and communication with Mariona was very good.",0.5978571428571429,201,1
5,"Perfect location, walking distance from La sagrada Familia. Everything is near, excellent stay. Thank you, for making our vacacion a great one!",0.775,143,0
5,Mariona is a great host. She met us at the apartment and explained everything. She put together Avery helpful and comprehensive binder on local recommendations and places to see. We referred to it often during our stay. The apartment is peaceful and close to Familia Segrada and Park Güell. I would stay there again if/when our travels take us back to Barcelona.,0.2625,362,0
5,"The apartment is in a great location. The apartment is extremely clean and pure. Everything you need is there, nothing is missing. There is a gate outside for security. You feel safe. The port is not far and you are in the pulsating center of the city. Best place for great adventures!",0.3530952380952381,285,0
5,this was a great place for my family of 10 spanning 4 generations. everyone had their own room and lots of space to spread out. I would definetly book here again. We especially loved that we could drop off our luggage before the 3pm check in.,0.7999999999999999,242,0
4,This apartment worked great for our family of 4. Owner meet us as we arrived from the airport (even though we got a little delayed with baggage). It's a very central location and although the street is somewhat busy the Windows do a good job of blocking out noise. We were able to get good sleep as we recovered from jet lag. Can walk to two metro stops and plenty of places nearby.,0.37321428571428567,382,0
5,Mònica's place was really comfortable for us (4 visitors) with 3 bedrooms and a nice lounge area. It's located in a trendy area with bars and restaurants close by. Just 2 mins walk there are several breakfast places to stop by on the way out. Nice 20-30 min walk to La Rambla/Gothic Quarters. Really recommend to those visiting the city!,0.4083333333333334,337,0
5,"Mònica’s apartment is the absolutely most perfect location you could ask for in Barcelona! It’s just such a breeze to walk anywhere from here! To make things even better, this apartment has a delicious empanada grab and go place right up the street, it also has two restaurants right downstairs ! We tried the one to the right as you walk out of the building. That one was great! My child who can be picky eater , loved the chicken noodle dish and it was very tasty! I had the paella for one for about 12$ and it was tasty! It was a pretty inexpensive place , my husband and other child also liked their meals ! There is a really nice 24hr grocery across the street with the basics , like milk , cereal , yogurt and every thing you may need. There is another 24 hour grocery if you take a right outside the door , go up the street and cross to the left. They gave us a new sponge, for dishes as well as a dishea While walking there , you’ll see a bakery which has the BEST chocolate croissants!! So many other things as well! YouI will never regret staying at this amazing apartment. This place has every single thing set up perfectly for a family! The bed in the front that has access to the balcony is like the side of a Queen bed, but is two beds put together, however, I never woke up from my husband moving around and had perfectly great night sleeps! The kids rooms were two single beds one of them actually has a trundle bed underneath, the trundle bed under the couch can also fit another child . So , basically , you could bring 4 kids and be just fine! We had two with us and they absolutely loved the apartment and slept so well! I really cannot understand anyone thi nking it’s noisy there, it is not at all! It was such a restful place with everything you need. ! Monica was so incredibly kind! She accommodated our late flight and made sure to answer our texts super quickly and helped us get the kids into the place to rest after the long airport line for customs at the Barcelona airport .. Last but not Least Shower had the best water pressure and never lost its warm water ! This place is perfect and you will have zero regrets and a wonderful time at her place!",0.38886260016579166,2228,0
4,I enjoyed my stay at Andrea's place but there were 2 major problems.For some reason they haven't installed roll down blinds which are essential in Spain.The curtain did nothing to block out the morning sun.The second is that the walls were so thin that I could here the conversations in both the room next to me and the room above me.I didn't sleep very well during my stay but otherwise I would recommend this apartment to others,0.022993827160493824,430,0
5,"The perfect nocarz apartment. Nice deco, well equipped, looks exactly like the photos. The best possible location in Barcelona just off Paseo de Gracias. Jordan was a great host, very friendly and helpful. I will definitely be using again, I highly recommend the apartment.",0.47750000000000004,301,0
5,"Perfect location, right in front subway station, planty of nice grocery stores around within walking distance. Apartment well equipped, clean and spacious. I was very pleased.",0.5804761904761905,175,0
2,"Overall experience. The pros: position in the perfect area and in front of a meter stop, very comfortable beds, clean, modern and with everything you need. Constant assistance of Sweetinn The cons: a little noisy despite the double glasses, self checking procedure via not immediate mobile phone and in any case you must always have the cell phone with itself (I would have preferred to have a couple of physical keys), very heavy entrance door (an elderly person would struggle)",0.16391666666666668,491,1
4,Spectacular location - spectacular apartment- close to everything - in the heart of the city - views of Casa Batlo,0.6,114,0
5,"We seven co-workers sightseeing together had very good time in this apartment. It's across the street from Batley Apt. and the street is full if name brand shopping, making our last leg of trip convenient. Ana recommended excellent restaurants and helped us booking a taxi for five am. All these made our stay smooth and pleasant. We didn't cook or laundry and can't comment on these. But we see plenty of pots and utensils. I highly recommend this apartment.",0.47,477,0
5,Wonderful place - great space for a family!,1.0,43,0
2,Thank you so much!,0.25,18,1
2,"The location of the apartment was great, the team was very friendly and answered my questions super quickly. I would recommend it :)",0.49083333333333334,138,1
5,"This is a good size apartment in a convenient location. It’s definitely an old building, but there are some modern upgrades including an elevator and a nice bathroom. The host is extremely communicative and they have left a bunch of helpful little notes and tips all around the apartment. We enjoyed it!",0.2390625,304,0
5,"Ash's place was very nice. I loved the decor and the terrace. The bed was comfortable, the water pressure was good, and the location was great - within walking distance to lots of shops, restaurants, and attractions. Only flag is that there is a 5 floor walk up, no elevator! I only had one suitcase, so I could manage easily but it would be challenging with more luggage than that. Thank you for being a great host, Ash!",0.5284848484848484,421,0
5,A great studio in a perfect area.,0.9,33,0
4,"Modern belonging comfortable in the center very clean .. welcome and super management by Gian .. In fact we 4 we thank it publicly for the comfort and advice .. In our opinion the structure allows a holiday in 4 for a week, given also the equipped and comfortable kitchen .. we recommend it",0.31375000000000003,290,0
5,"Our stay with Gian & Alba was fantastic! Gian met us when we arrived and gave us lots of local tips, places to eat, and what to expect of the city. They were very responsive to all of our questions leading up to the trip and during the trip which was incredibly helpful. Apartment is in a great area filled with Tapas, bars, restaurants, markets, etc. We were able to get anything we needed instantly. Highly recommend this place for anyone traveling to Barcelona.",0.43250000000000005,464,0
5,"A fabulous apartment, which actually is a bit bigger than the pics do justice for. Communication was great and we got all the info we needed on check in, plus some great local tips. The bunk beds are not great for tall adults and a little squeaky but otherwise everything was wonderful.",0.26805555555555555,286,0
2,"The apartment is very well located, close to the main tourist sites, easy access to transport, wide and very clean. Communication with Gian was very good and the excellent recommendations. Highly recommended, we will return.",0.4058333333333334,224,1
4,EVERYTHING! The perfect location. The apartment looks better than in the photos. Very complete. Gian a genius. Highly recommended!,0.45749999999999996,130,0
5,Wonderful place to stay. The view is insane. Perfect place to spend months in Barcelona. Thank you Manuel!,0.3333333333333333,106,0
5,"This apartment was perfect for our needs-- centrally located, with reliable internet, and a lovely plant-filled private outdoor area. It was comfortable for the two of us to work from home. Guillaume was accommodating and responsive, giving thoughtful recommendations and even knowing where to get my vintage camera repaired. We wouldn't hesitate to stay here again.",0.3833333333333333,366,0
1,The location of the apartment is great! One thing is that the furniture in the living room is heavily used and some cabinets were broken.,-0.30000000000000004,141,1
5,We loved staying here! The neighborhood is great and gives you a more authentic experience of Barcelona while being close enough to walk to the more tourist areas or easily take the metro. Alejandro was very attentive and easy to communicate with. He has a very helpful and complete hand out about things to do and places to go to in the area.,0.441969696969697,344,0
5,"Monica’s place was perfect for our family of 4. It’s spacious, and close to amazing restaurants and local transportation. We would love to stay here again!",0.55625,155,0
5,"We stayed for 3 nights at the appartement of André. First of all André is very reactive, before your arrival he contacts you and during your stay he gives you a lot of information about the region, bars, restaurants, sightseeing etc. He is always available which is very cool! The room and living room where you stay are large, perfect for two people and nicely decorated with a lot of light which enters by the large windows. You have a nice and big bathroom for yourself. The apartment is very well located. You can reach a lot of locations by foot and the metro station is nearby. Honestly don't hesitate to book this apartment for a citytrip!!! I highly recommend!!!",0.4257015306122449,670,0
