id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
679437645682744348,,20250305023237,2025-03-10,city scrape,Stunning Modern Apartment Near the Sea,,,https://a0.muscache.com/pictures/prohost-api/Hosting-679437645682744348/original/088c23d5-01dc-43a1-bb8b-956b53171c3e.jpeg,250042982,https://www.nocarz.pl/users/show/250042982,HiGuests,2019-03-20,"Barcelona, Spain","Hello! We are Higuests, a start-up dedicated to the management of Holiday Homes for short, medium and long term rentals. First, we help you find the perfect accommodation; second, you spend a care-free holiday! We take care of everything related to your stay (check in, cleaning, maintenance, guest services, reservations... etc.) so that you can focus on enjoying your holiday. HiGuests operates in Barcelona, Seville and Girona.

Experience the services and luxury of hotels via our local properties! We have options that suit every taste, and we’re eager to see which one is suitable for you!

Are you ready for your next trip? We look forward to seeing you at HiGuests!


",within a few hours,99%,49%,f,,https://a0.muscache.com/im/pictures/user/14d80237-1de1-44df-aaff-6cbfba7f5d63.jpg?aki_policy=profile_x_medium,,58,59,"['email', 'phone']",,t,,el Raval,Ciutat Vella,41.3758506775,,,Entire home/apt,4,,1 bath,2,3,,$93.00,32,365,32,32,365,365,32.0,,,t,30,37,52,327,2025-03-10,1,0,,259,,0,0,2022-09-06,2022-09-06,5.0,5.0,5.0,5.0,5.0,,5.0,Exempt,f,,55,0,0,0.03
,https://www.nocarz.pl/rooms/673214225902551075,20250305023237,2025-03-10,city scrape,"Penthouse with terrace, quiet area, 1 room",,,https://a0.muscache.com/pictures/miso/Hosting-673214225902551075/original/fdc8c065-efa7-4692-882f-7da9c859beff.jpeg,,https://www.nocarz.pl/users/show/465249301,Matthias,2022-06-20,"Barcelona, Spain","",,100%,,t,https://a0.muscache.com/im/pictures/user/b0118202-519b-4575-bc9c-5fda142d4944.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b0118202-519b-4575-bc9c-5fda142d4944.jpg?aki_policy=profile_x_medium,,2,,"['email', 'phone']",t,t,"Barcelona, Catalunya, Spain",el Carmel,Horta-Guinardó,41.42438,2.15151,,Entire home/apt,,,,1,1,"[""Pack \u2019n play/Travel crib"", ""Long term stays allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Fast wifi \u2013 310 Mbps"", ""Free washer \u2013 In unit"", ""Room-darkening shades"", ""Hangers"", ""Iron"", ""Heating - split type ductless system"", ""Private patio or balcony"", ""Single level home"", ""Luggage dropoff allowed"", ""Babysitter recommendations"", ""Lockbox"", ""Pets allowed"", ""Trash compactor"", ""Laundromat nearby"", ""43 inch HDTV with Fire TV, Amazon Prime Video, Apple TV, Netflix, standard cable, HBO Max, Disney+"", ""Microwave"", ""Kitchen"", ""Bathtub"", ""Self check-in"", ""Cleaning products"", ""Coffee"", ""Sanex body soap"", ""New Pol  refrigerator"", ""Cooking basics"", ""Bed linens"", ""City skyline view"", ""AC - split type ductless system"", ""Extra pillows and blankets"", ""First aid kit"", ""Teka gas stove"", ""Drying rack for clothing"", ""Baby bath"", ""Outdoor dining area"", ""Dining table"", ""Clothing storage: closet and wardrobe"", ""Window guards"", ""Dishes and silverware"", ""Wine glasses"", ""Outdoor furniture"", ""Shower gel"", ""Carbon monoxide alarm"", ""Freezer"", ""Paid parking lot off premises"", ""Hot water kettle"", ""Essentials"", ""Dedicated workspace"", ""Hot water"", ""Shampoo"", ""Hair dryer""]",$60.00,31,,,31,1125,1125,31.0,1125.0,,t,,0,0,0,2025-03-10,8,4,,0,5,248,14880,2023-02-02,2024-12-07,,5.0,5.0,5.0,,4.5,4.5,,,2,2,0,,
673598651924733200,https://www.nocarz.pl/rooms/673598651924733200,20250305023237,2025-03-11,,,"Elegant loft restored with access to kitchen and common terrace, in the Gothic quarter of Barcelona in a historic building from the end of the 19th century.<br /><br />Ideal for young professionals eager to get to know the city and network. Unique loft, completely renovated of approx. 25m2, it presents a warm and comfortable decoration.<br /><br />It has 1 double bed, a work table, a kitchenette and a private bathroom.<br /><br />- Minimum stay of 32 nights -","The Gothic Quarter is one of the oldest and most emblematic neighborhoods in the city of Barcelona, located in the heart of the historic center of the city. This neighborhood is characterized by its narrow medieval streets, historical buildings, churches, squares and museums.<br /><br />The Gothic Quarter is a labyrinth of narrow cobbled streets that retain the charm of medieval times. The neighborhood is bounded by Via Laietana, Plaza Cataluña, Paseo de Colón and Ronda de Sant Pere.<br /><br />Among the main attractions of the Gothic Quarter are the Barcelona Cathedral, which is one of the most important symbols of the city and has a Gothic cloister and a neo-Gothic façade. There is also the Basilica of Santa María del Pi, the Palau de la Generalitat, Plaza Sant Jaume, the Portal del Ángel, Plaza del Rey and the Picasso Museum, which houses an important collection of works by the genius from Malaga.<br /><br />The Gothic Quarter is a perfect place to enjoy the historical architecture,",https://a0.muscache.com/pictures/miso/Hosting-673598651924733200/original/0201f9c0-750b-48cf-8c0e-135d2b2ddc57.jpeg,,https://www.nocarz.pl/users/show/333694747,B&F Apartments,2020-02-05,"Barcelona, Spain",,within a few hours,,92%,f,https://a0.muscache.com/im/pictures/user/36b2d2e2-1be5-412c-bcbb-a4f61e9ac106.jpg?aki_policy=profile_small,,,18,18,"['email', 'phone']",t,,"Barcelona, Catalunya, Spain",el Barri Gòtic,,,2.17634,,,1,1.0,1 bath,1,1,,$50.00,1,1125,,32,999,999,,999.0,,t,0,0,,0,2025-03-11,3,2,0,,1,12,600,,,4.33,,4.33,5.0,,5.0,4.0,,t,18,16,2,0,0.19
673660375881756392,https://www.nocarz.pl/rooms/673660375881756392,20250305023237,2025-03-10,previous scrape,Suite ideal para parejas entre Raval y Poble Sec,"Shared apartment suite ideal for couples, with air conditioning, TV and private washing machine. <br />Free access to the shared areas (living room, kitchen, homeoffice space).<br />Located between the Raval and Poblesec neighborhoods, a central area of Barcelona, it is 80 meters from the Paral-lel metro (lines 2 and 3) and if you enjoy walking, you have easy and quick access to various tourist spots in Barcelona, such as Montjuic, Plaza España, Las Ramblas, the Gothic neighborhood el Born and Barceloneta beach.","Central neighborhood with many tourist attractions, close to beaches, bars and various restaurants.",https://a0.muscache.com/pictures/dbe63906-c7f4-48e5-9b55-48e5544af43c.jpg,418190386,,,2021-08-12,,,N/A,N/A,,f,https://a0.muscache.com/im/pictures/user/d08a3529-4bef-4194-87df-dc527d1c9e1b.jpg?aki_policy=profile_small,,,1,2,['phone'],t,t,"Barcelona, Catalunya, Spain",el Raval,Ciutat Vella,41.375800791903494,2.1706614386230605,Private room in condo,Private room,2,,2 baths,,,"[""Heating"", ""Coffee maker"", ""Smoke alarm"", ""Host greets you"", ""Shared patio or balcony"", ""First aid kit"", ""TV"", ""Air conditioning"", ""Kitchen"", ""Dedicated workspace"", ""Refrigerator"", ""Smoking allowed"", ""Dishes and silverware"", ""Wifi"", ""Dryer"", ""Washer""]",,1,10,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2025-03-10,,0,0,0,0,0,,,2023-03-17,4.92,5.0,4.83,4.92,,4.83,4.83,,,1,0,1,0,0.38
,,20250305023237,2025-03-07,city scrape,Piso de 4 habitaciones y 2 baños c. Casanova,"Spectacular newly renovated apartment, ideal for students or workers who want to share the apartment. It is very well located on Calle Casanova very close to the Ninot market and the Hospital Clinic. The apartment has 4 bedrooms and 2 baths. It has split air conditioning, high-speed WIFI, and Smart TVs on every bedroom. It has a fully equipped kitchen with oven, microwave, dishwasher, induction and hood.",,,,https://www.nocarz.pl/users/show/64805231,,2016-03-28,"Sant Just Desvern, Spain","",within an hour,100%,90%,,https://a0.muscache.com/im/pictures/user/51cf36eb-37e8-41ca-943c-d20232be42c3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/51cf36eb-37e8-41ca-943c-d20232be42c3.jpg?aki_policy=profile_x_medium,,42,42,"['email', 'phone']",,t,,l'Antiga Esquerra de l'Eixample,Eixample,41.38989,2.15531,Entire rental unit,Entire home/apt,,2.0,2 baths,4,,"[""HDTV"", ""Dedicated workspace"", ""Coffee maker"", ""Pets allowed"", ""Wifi"", ""Washer"", ""Iron"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Heating"", ""Cooking basics"", ""Air conditioning"", ""Crib"", ""Hot water""]",$80.00,,365,31,31,365,365,31.0,365.0,,t,,0,0,218,2025-03-07,3,,0,153,0,,,2022-08-31,2023-07-29,,4.67,5.0,5.0,5.0,5.0,4.67,,f,41,41,,0,0.1
673965686368076785,https://www.nocarz.pl/rooms/673965686368076785,20250305023237,,city scrape,301 Precioso apart recién reformado en Barcelona,,"The apartment is located in the Sarrià- Sant Gervasi area, in the upper area of Barcelona. It is a residential and family neighborhood, far from the noise of the city but with a good public transport service. <br />The neighborhood has a variety of bars and restaurants, small shops and markets.",https://a0.muscache.com/pictures/miso/Hosting-602199641013368552/original/49c7842f-c9a0-4259-bcc7-45b8345e859b.jpeg,27008590,https://www.nocarz.pl/users/show/27008590,Ramon,2015-01-31,"Barcelona, Spain","",within an hour,,,t,https://a0.muscache.com/im/pictures/user/User-27008590/original/504d5db6-26e1-417d-a187-94ba167151d1.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-27008590/original/504d5db6-26e1-417d-a187-94ba167151d1.jpeg?aki_policy=profile_x_medium,,10,11,"['email', 'phone']",t,t,"Barcelona, Catalunya, Spain",,Sarrià-Sant Gervasi,41.40148300035671,2.1442297602642975,Entire serviced apartment,Entire home/apt,2,1.0,,1,1,,,2,330,2,,330,330,2.0,330.0,,t,25,,59,227,2025-03-05,,,1,227,27,156,32292,2023-06-09,2025-02-08,4.86,4.89,4.93,,4.75,4.82,,HUTB-003631,,10,10,0,0,
,https://www.nocarz.pl/rooms/681668376042877492,20250305023237,2025-03-05,city scrape,,"This lovely four-bedroom apartment is full of natural light. The comfortable furniture and the beautiful mixture of colours offer the place a welcoming and relaxing spirit.<br />You will love cooking a Spanish meal in your own kitchen or just trying one restaurant in the neighbourhood.  Located in the heart of the city, you will find many of the most beautiful landmarks only a few minutes from the apartment.","A modernist treasure trove full of elaborate and often fantastical buildings, elegant landscapes and upmarket fashion - there’s really something magical about Eixample.  The area sits on the right hand side of Passeig de Gràcia, the main boulevard that separates the city.  Its gridded layout keeps things nice and simple for walking around - most tourists flock to Gaudi’s emblematic Sagrada Familia church, but Eixample itself is a peaceful, residential neighbourhood that offers many an opportunity for a quite respite.  You could easily spend the day just popping in-and-out of the various artist galleries, small boutiques and neighbourhood cafes scattered about, that is if you can tear yourself away from the high-end shops that line the avenues.  To top it all off, Eixample is only two metro stops away from Placa Catalunya at the city centre.",https://a0.muscache.com/pictures/prohost-api/Hosting-681668376042877492/original/adad2d91-30ff-4c87-a556-64977717f620.jpeg,32037490,https://www.nocarz.pl/users/show/32037490,SweetInn,2015-04-27,"Barcelona, Spain","Sweett (formerly Sweet Inn) invites you to enjoy comfort, convenience, and local charm in our thoughtfully designed apartments. With 10+ years of hosting experience, we ensure a home-like stay with cozy bedding, fast WiFi, and a Nespresso machine. Our 24/7 team assists with early check-ins, transfers, housekeeping, and local tips. Enjoy welcome treats, personalized recommendations, and our smart app. Sweett is your perfect base for urban escapes.",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/User-32037490/original/70657aed-2f20-44dc-93a2-5a69cb868b67.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-32037490/original/70657aed-2f20-44dc-93a2-5a69cb868b67.png?aki_policy=profile_x_medium,Dreta de l'Eixample,243,,"['email', 'phone']",,t,,la Nova Esquerra de l'Eixample,Eixample,41.37964,2.15175,Entire rental unit,Entire home/apt,,2.0,2 baths,,5,"[""Dedicated workspace"", ""Shampoo"", ""Refrigerator"", ""Long term stays allowed"", ""Air conditioning"", ""Hot water"", ""Smart lock"", ""Iron"", ""Self check-in"", ""Oven"", ""TV"", ""Wifi"", ""Dishes and silverware"", ""Stove"", ""Exterior security cameras on property"", ""Kitchen"", ""Coffee maker: espresso machine, Nespresso"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Private entrance"", ""Hangers"", ""Free washer \u2013 In unit"", ""Essentials""]",$235.00,2,365,2,5,365,365,3.2,365.0,,,,40,54,238,2025-03-05,,32,2,238,29,192,45120,2022-08-05,2025-02-17,,4.61,4.7,4.59,4.54,4.61,4.34,HUTB-007611,,233,233,0,0,2.64
,https://www.nocarz.pl/rooms/681786948133572038,20250305023237,,city scrape,Double room with private bathroom in cute flat,"Have a nice experience in Barcelona. 10 minutes walking to the beach.<br /><br />My dog and me are waiting for you!<br /><br />I can speak english, spanish, catalan and a little bit of french.<br /><br />AVALIABLE SINCE 22 AUGUST<br /><br />Relájate y desconecta en este alojamiento tranquilo y elegante.",avant-garde design,https://a0.muscache.com/pictures/miso/Hosting-681786948133572038/original/bea1c788-03c5-4955-8620-dd252d780d3d.jpeg,8206161,https://www.nocarz.pl/users/show/8206161,Elena,2013-08-16,,"",N/A,,N/A,f,https://a0.muscache.com/im/pictures/user/133bc3f6-634a-4959-8cfc-93b22b5c6381.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/133bc3f6-634a-4959-8cfc-93b22b5c6381.jpg?aki_policy=profile_x_medium,,,1,"['email', 'phone']",t,t,"Barcelona, Catalunya, Spain",Provençals del Poblenou,Sant Martí,41.40881,2.20603,Private room in rental unit,Private room,1,,1 shared bath,1,1,"[""City skyline view"", ""HDTV with Netflix"", ""Pets allowed"", ""First aid kit"", ""Kitchen"", ""Dedicated workspace"", ""Free washer \u2013 In unit"", ""Iron"", ""Park view"", ""Beach access \u2013 Beachfront"", ""Wifi"", ""Hair dryer""]",,31,,,31,1125,1125,31.0,1125.0,,t,30,,,,2025-03-10,0,0,0,297,0,0,0,,,,,,,,,,,,,0,1,0,
682312324969769458,,,2025-03-11,city scrape,R0347- Hab. en piso con terraza en Gracia,"Interior room in magnificent location.<br /><br />The apartment has a huge terrace next to Gracia, mega-centric.<br /><br />It does not include linens, pillows, and towels. Available for 50 euros per reservation.",,https://a0.muscache.com/pictures/miso/Hosting-682312324969769458/original/307037ac-4d23-4382-9ced-ce0d517260e2.jpeg,,https://www.nocarz.pl/users/show/357946540,,2020-07-23,,"Enter Coliving cree en un mundo de coliving. Nuestro objetivo es crear espacios de vida agradables donde las personas se sientan como en casa y tengan la oportunidad de concentrarse en sus objetivos en la ciudad increíble de Barcelona. Somos un grupo que solía vivir juntos compartiendo un apartamento, y es por eso que entendemos perfectamente las necesidades y deseos de nuestros inquilinos.",within an hour,,,f,https://a0.muscache.com/im/pictures/user/74a55874-b3c9-4e77-ba54-e5fcc53140af.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/74a55874-b3c9-4e77-ba54-e5fcc53140af.jpg?aki_policy=profile_x_medium,,434,606,"['email', 'phone']",t,t,,la Vila de Gràcia,Gràcia,41.39783,2.15865,Private room in rental unit,Private room,1,1.0,1 shared bath,1,1,"[""Heating"", ""Long term stays allowed"", ""TV"", ""Air conditioning"", ""Kitchen"", ""Dedicated workspace"", ""Hot water"", ""Outdoor dining area"", ""Hangers"", ""Wifi"", ""Washer"", ""Cooking basics""]",$39.00,33,360,,33,360,360,33.0,360.0,,t,0,0,0,253,2025-03-11,0,0,,,0,0,0,,,,,,,,,,,f,408,,,0,
682979875819792087,https://www.nocarz.pl/rooms/682979875819792087,20250305023237,2025-03-11,city scrape,R0331- Hab. en piso con terraza en Sants-Montjuic,"Feel free to enjoy the convenience of this space and have a great time.<br /><br />It does not include linens, pillows, and towels. Available for 50 euros per reservation.",,https://a0.muscache.com/pictures/miso/Hosting-682979875819792087/original/2ecda561-ea29-438e-af9e-c9026bf510ef.jpeg,,https://www.nocarz.pl/users/show/357946540,Enter,2020-07-23,,"Enter Coliving cree en un mundo de coliving. Nuestro objetivo es crear espacios de vida agradables donde las personas se sientan como en casa y tengan la oportunidad de concentrarse en sus objetivos en la ciudad increíble de Barcelona. Somos un grupo que solía vivir juntos compartiendo un apartamento, y es por eso que entendemos perfectamente las necesidades y deseos de nuestros inquilinos.",within an hour,100%,62%,f,,https://a0.muscache.com/im/pictures/user/74a55874-b3c9-4e77-ba54-e5fcc53140af.jpg?aki_policy=profile_x_medium,,434,606,"['email', 'phone']",t,t,,Sants - Badal,Sants-Montjuïc,41.37844,,Private room in rental unit,Private room,1,1.0,1 shared bath,1,1,"[""Heating"", ""Lockbox"", ""Long term stays allowed"", ""TV"", ""Lock on bedroom door"", ""Kitchen"", ""Dedicated workspace"", ""Refrigerator"", ""Hot water"", ""Self check-in"", ""Hangers"", ""Dishes and silverware"", ""Wifi"", ""Washer"", ""Cooking basics""]",$32.00,33,360,,33,360,360,33.0,360.0,,t,1,1,1,1,2025-03-11,1,1,0,0,1,,2112,2024-08-01,,3.0,2.0,3.0,,4.0,4.0,1.0,,f,408,,399,0,0.13
686216442504040299,https://www.nocarz.pl/rooms/686216442504040299,20250305023237,2025-03-11,city scrape,Room for 2 people in Barcelona,This home breathes peace of mind: Relax with the whole family!,,https://a0.muscache.com/pictures/miso/Hosting-686216442504040299/original/1f5872b2-a46b-4728-a83d-f499ae8129d6.jpeg,473311614,https://www.nocarz.pl/users/show/473311614,Alejandro,2022-08-04,,,N/A,,N/A,f,https://a0.muscache.com/im/pictures/user/4a345e45-f322-43ff-890f-a484d32b4cb9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4a345e45-f322-43ff-890f-a484d32b4cb9.jpg?aki_policy=profile_x_medium,,3,3,['phone'],t,t,,la Verneda i la Pau,,41.4228,2.20156,Private room in rental unit,,2,1.0,1 shared bath,1,1,"[""Shampoo"", ""Smoke alarm"", ""Long term stays allowed"", ""Refrigerator"", ""Room-darkening shades"", ""Hangers"", ""Iron"", ""Body soap"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Microwave"", ""Bathtub"", ""Cleaning products"", ""Bed linens"", ""Extra pillows and blankets"", ""Air conditioning"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Wifi"", ""Shower gel"", ""Carbon monoxide alarm"", ""Central heating"", ""Bidet"", ""Clothing storage"", ""Essentials"", ""Hot water"", ""Conditioner"", ""Washer"", ""Hair dryer"", ""Elevator""]",$108.00,31,365,31,31,365,365,,365.0,,,30,60,90,365,,3,0,,296,0,0,0,2022-10-22,2023-06-30,4.67,,5.0,4.67,5.0,5.0,4.67,Exempt,,3,0,3,0,
683793109420543643,,20250305023237,2025-03-06,city scrape,Habitacion en el corazón de Eixample,,,https://a0.muscache.com/pictures/miso/Hosting-683793109420543643/original/59d17475-6edf-41a9-b756-479651ac8ea5.jpeg,36607755,,Room Housing,2015-06-24,,"",within a day,100%,75%,,https://a0.muscache.com/im/pictures/user/User-36607755/original/8dc94024-b8b8-4bc0-aa12-250f87ee9ee7.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-36607755/original/8dc94024-b8b8-4bc0-aa12-250f87ee9ee7.jpeg?aki_policy=profile_x_medium,Dreta de l'Eixample,142,143,"['email', 'phone']",t,,,la Dreta de l'Eixample,,41.39356,2.15746,Private room in rental unit,Private room,1,2.0,2 shared baths,5,,,$75.00,32,365,32,32,365,365,32.0,,,t,,60,90,365,2025-03-06,,0,0,301,,,0,,,,,,,,,,Exempt,f,136,0,136,0,
684578972082240482,https://www.nocarz.pl/rooms/684578972082240482,20250305023237,2025-03-08,city scrape,,"Indulge in luxurious living in central Barcelona at this stunning Diagonal apartment. Featuring 4 bedrooms, 4 bathrooms, and an office, this sleek and modern space is perfect for those seeking a comfortable home away from home. Enjoy an abundance of natural light, neutral color schemes, and leafy street views that make for a refreshing and relaxing atmosphere. The kitchen and bathrooms are finished to the highest specifications, meeting all contemporary needs.","Avenida Diagonal is located in the heart of Barcelona's Eixample district, a coveted neighborhood known for its tree-lined streets, upscale boutiques, and world-class dining. This iconic thoroughfare is steps away from some of the city's finest restaurants and bars, making it an ideal location for foodies and nightlife enthusiasts. And for those who love to shop, Avenida Diagonal is home to some seriously excellent shopping, with designer stores, high-end fashion boutiques, and trendy concept stores all within easy reach. With so much to see and do in the surrounding area, Avenida Diagonal is the perfect location for travelers looking to experience the best of Barcelona.",,330330852,https://www.nocarz.pl/users/show/330330852,Viola,2020-01-24,"Barcelona, Spain","Hi, I’m Viola, Founder of VDB Luxury Property Management. Originally from Italy, I have lived and worked in many different countries. Prior to starting VDB Property Management, I spent 20 years leading marketing and advertising for a large international customer-centric company.  My main differentiator from the competition is that my experience with different cultures taught me the importance of quality service. I come from a business where it’s all about making things happen, with speed quality and stress-free journey for my clients. This is why the only way to reach 100% of my clients´ satisfaction is to provide a fully customized service. But this is not enough. I believe that trust is the base of any relationship.  When I act on behalf of my client, my main thinking is always the same: “ what would I do if it was my own money?” With that in mind, I am sure that the answer is always in my client’s interest.

How can I help you? Thank you, gracias, grazie, merci!",within a day,100%,,f,https://a0.muscache.com/im/pictures/user/7d5e1612-ae58-440e-aac7-d0d9b60ca4ec.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7d5e1612-ae58-440e-aac7-d0d9b60ca4ec.jpg?aki_policy=profile_x_medium,,18,18,"['email', 'phone', 'work_email']",t,t,,la Vila de Gràcia,Gràcia,41.39817,2.16112,,Entire home/apt,6,4.0,4 baths,4,4,"[""Building staff"", ""Dedicated workspace"", ""TV"", ""Wifi"", ""Washer"", ""Pets allowed"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""City skyline view"", ""Heating"", ""Cooking basics"", ""Air conditioning"", ""Crib"", ""Free parking on premises""]",$364.00,32,365,,32,365,,32.0,365.0,,,1,,1,1,2025-03-08,0,,0,0,0,0,0,,,,,,,,,,,f,,18,0,,
684657624361775680,https://www.nocarz.pl/rooms/684657624361775680,20250305023237,,,Studio Apartment - Plaza España,"This centrally located studio apartment  is nestled in a peaceful and quiet area, offering you the best of both worlds - tranquility and proximity to the vibrant city life.<br /><br />Situated just a stone's throw away from Plaza España and a convenient metro station, you'll have easy access to all the attractions and amenities Barcelona has to offer. Immerse yourself in the rich cultural scene with renowned landmarks such as the MNAC and Caixa Forum within 1 minute walking distance.",,https://a0.muscache.com/pictures/miso/Hosting-684657624361775680/original/72bea869-94b2-49da-8510-b03c009c6623.jpeg,,,Vessy,2018-08-17,"Barcelona, Spain","",within a day,,,t,https://a0.muscache.com/im/pictures/user/601fabbc-be21-41a6-b728-b6dc4b323cff.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/601fabbc-be21-41a6-b728-b6dc4b323cff.jpg?aki_policy=profile_x_medium,,1,,,t,t,,,Sants-Montjuïc,41.37270122781343,2.1484986121948157,Entire rental unit,,2,1.0,1 bath,,2,"[""Dedicated workspace"", ""Coffee maker"", ""Refrigerator"", ""Books and reading material"", ""Drying rack for clothing"", ""Host greets you"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Air conditioning"", ""Hot water"", ""Cleaning available during stay"", ""Baking sheet"", ""Laundromat nearby"", ""Heating - split type ductless system"", ""Iron"", ""Bed linens"", ""Oven"", ""Wifi"", ""Dishes and silverware"", ""Wine glasses"", ""Board games"", ""Clothing storage: closet"", ""Hot water kettle"", ""Cooking basics"", ""Coffee"", ""Freezer"", ""Dining table"", ""Washer"", ""Kitchen"", ""Hair dryer"", ""Toaster"", ""Private entrance"", ""Hangers"", ""Body soap"", ""Extra pillows and blankets"", ""Movie theater""]",$46.00,,32,32,32,32,32,32.0,32.0,,,0,4,34,124,2025-03-05,7,4,0,124,,255,,2023-10-04,2025-01-25,5.0,4.86,5.0,5.0,,4.86,4.86,,f,1,1,0,0,0.4
688788646110779191,,20250305023237,,city scrape,Batwa - 1 bedroom in Eixample Dreta,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe,,https://a0.muscache.com/pictures/prohost-api/Hosting-688788646110779191/original/c04f312d-764c-4cd3-8e85-afc64357ffd6.jpeg,,https://www.nocarz.pl/users/show/346367515,Ukio,,"Barcelona, Spain","At Ukio, we've redefined the concept of living and working abroad. We offer fully-furnished, designer apartments for mid-to-long-term stays in Europe's most vibrant cities, combining comfort, flexibility, and premium service.",within a few hours,99%,98%,f,https://a0.muscache.com/im/pictures/user/f790e9f4-a54f-4132-83d8-f71b8c9e3760.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f790e9f4-a54f-4132-83d8-f71b8c9e3760.jpg?aki_policy=profile_x_medium,Ibiza,841,853,"['phone', 'work_email']",t,t,,la Dreta de l'Eixample,Eixample,41.39098,2.16377,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,2,,$126.00,31,365,31,31,365,,31.0,365.0,,,,,65,,2025-03-11,1,0,0,271,0,0,0,,2023-06-16,5.0,5.0,,5.0,5.0,,5.0,,,,,0,0,0.05
689117214648514891,,20250305023237,,city scrape,,"Enjoy the simplicity of this quiet and central accommodation in Sagrada Familia, which is located in a quiet area, near bars, restaurants, supermarkets and historical monuments of the city.<br />Duplex room in apartment with double bed.<br />Catarina lives on this apartment. She is responsible for the apartment and will be your support in whatever you need, in exchange for courtesy and respect for the house.<br />There is another room, where eventually you can have 2 more guests sharing the common spaces.",,https://a0.muscache.com/pictures/miso/Hosting-689117214648514891/original/f2189178-9c1c-46a1-bfb7-a371aa0f7486.jpeg,,https://www.nocarz.pl/users/show/474004330,Fabricio,2022-08-08,"Barcelona, Spain","",within a few hours,100%,87%,f,https://a0.muscache.com/im/pictures/user/User/original/79585a76-02df-41e4-8540-0a59ad80a4b5.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/79585a76-02df-41e4-8540-0a59ad80a4b5.jpeg?aki_policy=profile_x_medium,,,,"['email', 'phone']",,t,,el Fort Pienc,,41.40036,2.17779,Private room in rental unit,Private room,2,,1.5 shared baths,,1,"[""Dedicated workspace"", ""Paid parking on premises"", ""TV"", ""Wifi"", ""Washer"", ""Dishes and silverware"", ""Kitchen"", ""Lock on bedroom door"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Air conditioning"", ""Essentials"", ""Hot water""]",$54.00,,31,1,2,31,,2.0,31.0,,t,,13,36,307,2025-03-05,127,59,5,244,52,255,13770,2022-08-27,2025-03-04,4.31,4.39,4.14,4.72,4.65,4.83,4.17,Exempt,f,,0,2,0,4.13
