listing_id,id,date,reviewer_id,comments,numerical_review
1161417,673024157181259600,2022-07-17,147008848,Great flat near the Sagrada familia,4
1161417,690411959931126774,2022-08-10,167207949,"tout était très bien. Bel appartement fidèle à la description, accueil au top!",3
2473377,137098025,2017-03-13,47571543,"My boyfriend and I had a fantastic stay at Isidre's place. <br/>Once we arrived we were greeted by Isidre's lovely parents, who made us feel incredibly welcome and showed us where everything was. They even recommended a lovely local place for lunch! <br/>The apartment is a great size, bigger than we expected, and stocked with everything we needed like toilet paper, milk, cereal and chocolates. It was so lovely!<br/>The master bed is so comfy, we slept so peacefully every night.<br/>The neighbourhood was great and lively but peaceful too. It's about a 40 minute walk to the beach, or you can take the train in 20 minutes. <br/>I would definitely stay here again, and I would recommend this place to anyone going to Barcelona!!",5
2473377,323727899,2018-09-16,68518470,"Quel superbe séjour passé chez Isidre !<br/>C’est un hôte serviable , aux petits soins pour ses invités .<br/>Il mets tout en marche pour que vous vous sentiez comme chez vous, à la maison .<br/>Son appartement est tout simplement splendide : bon emplacement, spacieux ( 3 vraies chambres !), lumineux et complètement équipé.<br/>Dans le frigo : du lait, de l’eau, des soft drinks ... épices, huile, sucre, café ... dans les armoires : tout est fait pour nous simplifier la vie !<br/>Lors de la fin de mon séjour, j’ai eu l’occasion de faire la connaissance des parents d’Isidre : ce sont des gens charmants , très affectueux et prêts à vous aider .<br/>Je ne manquerai pas de revenir chez lui lors de mon prochain séjour à Barcelone.<br/>Un tout grand merci à isidre ... et amitiés à ses parents !",2
2473377,900577644595029826,2023-05-27,68917297,"Amazing apartment.<br/>We received most worm welcome from the host.<br/>Walkable to attractions, markets, subway stations.",5
2498424,698466159263216778,2022-08-21,153778744,Os pontos positivos foram a localização e o atendimento que recebi. O imóvel em si deixou muito a desejar. Não achei que as fotos do anúncio foram compatíveis com o estado de conservação.,2
2987539,71992379,2016-04-30,22926796,"Perfect, clean and nicely done up apartment for family holiday in the university-quarter with a friendly host, who gives you straight tips - thank you Pau for this wonderful place ",5
2114892,985318473112604920,2023-09-21,365760615,"What a great host, Rosa. Thank you for everything. It was such a lovely place",5
2114892,1005690469416514905,2023-10-19,134577329,"Vi boede hos Rosa i tre overnatninger. <br/>Dejlige og rumlige lejlighed, god område,  og næmt at finde rundt både med gåben og offentlige transport. <br/>Det eneste der generede os var lidt lugt fra kloakken.<br/>Rosa er meget sympatisk og hjælpsom.",3
3008815,450017624,2019-05-08,248784652,Une endroit idéal pour visiter Barcelone avec le métro juste a côté de l'appartement et se situant sur la ligne 4 très pratique pour aller vers de nombreux sites intéressants de Barcelone. L'accueil a été très chaleureux et les hôtes répondent rapidement aux questions.<br/>Je recommande vivement ! 😊,4
3008815,681628777790838044,2022-07-29,33949561,We had such a beautiful time here! It is at walking distance from the Poblenou rambla and the beach. It is also next to a great Sicilian ice cream shop called Cosí Duci and a great wonderful restaurant called Minyam. The subway and the metro station is right across the street from this apartment. It is well equipped and has everything needed to enjoy a great stay! We will come back for sure!! Ani is a great host!,5
3008815,961444057171691291,2023-08-19,415563968,"Ani nos recibió estupendo, fue muy amable y nos espero sin problema porque nuestro tren se demoro. El departamento esta muy bien ubicado cerca de la playa y a media calle de la estación de metro, hay restaurantes y supermercados. Todo salio bien, solo se debe considerar qué el baño tiene espacio reducido y la habitación con literas es un poco calurosa en esta época del año. En general todo bien y agradecemos a Ani su trato y amabilidad. Gracias!",1
2563231,30202043,2015-04-19,28033108,"Une très bonne adresse. Nous nous sommes installés ( deux couples retraités) chez Lara du 14 au 18 avril.<br/>Les échangesl préalables par mail avec elle ont été fructueux et nous ont permis de préparer notre séjour dans de bonnes conditions.<br/>En outre Lara s'est montrée attentive à faciliter notre arrivée et notre départ.( réservation d' un taxi pour le trajet aéroport -appart, check-in et check-out mieux  adaptés à nos horaires )<br/>Nous avons été fort bien accueillis par Myriam, belle-sœur de Lara.<br/>L'appartement, situé dans un quartier sympa est très agréable et bien équipé. Il convient peut-être plus à un couple avec deux enfants,la deuxième chambre( 2 lits) étant plus petite .Les quatre étages à monter peuvent être un inconvénient,mais ne nous ont pas réellement gênés.L'arrêt de bus et la station de métro toute proche sont des atouts appréciables.  Il est en effet facile de se rendre dans tous les endroits intéressants de la ville, et on peut également aller à pied à la casa Mila et la casa Battlo, ainsi qu'à la Sagrada Familia !!<br/>Nous avons donc passé un excellent séjour à Barcelone ,à la découverte entre autres, des monuments de Gaudi !<br/>Merci encore à Lara pour son excellent accueil .A une prochaine fois...!!?<br/><br/>Patrick, ",5
3097541,512820281393730158,2021-12-08,404677794,"Schöne Lage, kurze Wege zu den Hotspots.<br/>Schön eingerichtet Wohnung - mit allem was man braucht.",2
2292917,107790080,2016-10-12,53324759,"Apartamento adorable con buenas calidades y equipado hasta el mínimo detalle, la zona inmejorable y la propietaria además de muy agradable facilita todo tipo de comodidades... Nos sentimos como en casa! Más no se puede pedir ",3
2292917,514998884,2019-08-22,69264971,You can expect nothing but 5 stars.,2
2292917,597549150243344378,2022-04-04,280805679,Amazing rental.  Phenomenal location - central to everything.  Highly recommend.,4
3174089,995452388990604076,2023-10-05,46879096,"Great location, loved the vibe of the neighborrhood.",5
2786688,95472348,2016-08-19,33171463,"Unfortunately I did not get to meet Olivia but she was great at keeping in touch with me and making sure everything was clear and we were happy. The apartment was exactly as described, well equipped and in a great location. I would stay again.  Thank you",5
2786688,150955137,2017-05-10,18296839,"The apartment looks exactly like all the pictures - and that's a great thing. The place was beautiful. I loved the high ceilings, the small balcony and all the little details (like the map hanging on the wall and all the different tiles throughout the space). Cyril and Olivia had great communication the entire time. When we first arrived I called to have them open the door and they answered right away and let us in. When we wanted more towels we messaged them and they responded quickly and brought more towels over. Overall we loved the apartment and had a great experience. We would definitely stay here again and if you're considering this place I recommend booking it. ",5
2786688,1208602866950613013,2024-07-25,67772168,"Sehr grosse Altbauwohnung mit stilvoller Einrichtung, optimale Lage. Ein Traum!",2
2786688,1349287730077284355,2025-02-04,21774713,We were only 2 but plenty of room for 4 except bathroom is off one bedroom. Clean and everything there in the kitchen. One downside is that it is noisy in the living area. Old windows and they wouldn’t close properly. But bedroom is quiet. Good bathroom and shower. Water could be a little warmer (it isn’t cold). Excellent location. Near metro and buses to airport. Lots of good restaurants. Do try the Persian 10 minutes away. Felt safe,5
3888928,111881928,2016-11-02,28061829,Cozy room with a great view. Really close to the plaza that the bus drops you off after the airport. Alex was very welcoming and a super nice host. ,5
3888928,562763054,2019-11-11,142670714,Alex est très sympathique et serviable.<br/>Le logement est facile d'accès.,2
4687928,122841042,2016-12-26,101349792,Tomasz hat sofort nach Kontaktaufnahme die Wegbeschreibung mit verschiedenen Transportmöglichkeiten geschickt. Er war ein sehr netter Hausbesitzer. Die Bettwäsche waren frisch gewaschen. Es war auch angenehm zu schlafen. Die Kommunikation hat reibungslos jederzeit schnell funktioniert. Beim nächsten Mal würde ich wieder ihn bevorzugen. Er ist sehr zu empfehlen. Alles Top!! Gerne wieder!!,0
4687928,227801768,2018-01-16,45852108,Great place to stay in Barcelona! There is everythings you need ! Thanks again 😊,5
4831788,94957858,2016-08-17,56971288,Très bon accueil de Martí.<br/>La situation de l'appartement est idéale et le descriptif ne ment pas.<br/>Ravi d'avoir passer un agréable moment ( 2 semaines ) à Barcelone.,2
4831788,828172905111859586,2023-02-16,30272773,Hoist sempre disponibile. Appartamento pulito e funzionale. Ottima posizione,2
3445276,277440099,2018-06-16,63096831,"Muy buena estadía, departamento céntrico y con todos los servicios; a un paso de todo. Marc nos entregó muy buenas recomendaciones!!! Muchas gracias.",2
3445276,333381263,2018-10-07,53251061,"Amazing house with very convenient location,walking distance to Mercat de la Boqueria,thousand restaurants option around.<br/>Thanks Marc so much for helping us with the luggage! Pls do not bring bigggg luggage like me, there's no lift. And the room is big and cozy, i love the small balcony the most : )",5
4911075,631689358896154505,2022-05-21,40137222,"Excelente ubicación, comunicación al 100% host súper atentos",2
4911075,825991775026050428,2023-02-13,154094557,"Excelente ubicación, cerca de todo, el lugar es muy amplio, precio justo",2
4911075,945459707865556989,2023-07-28,130438933,"Appartement calme, bien équipé, propre et très bien situé à 2 pas de la plaza Catalunya. Facilement accessible depuis l’aéroport, idéal pour visiter Barcelone à pied. David est très réactif et nous a permis de rentrer dans l’appartement plus tôt que prévu. Logement recommandable à 100 % !",2
4090521,452873764,2019-05-14,237927693,"Muy lindo el departamento, bien ubicado y en excelente estado. Lo unico negativo es que no teniamos detergente ni bolsas de residuos lo que ayuda para que uno mantenga la limpieza del lugar",2
4921267,815010687793825628,2023-01-29,215869950,Thanks damien!,4
4970715,1186118809808677451,2024-06-24,102513301,"El departamento está bien ubicado cerca de estaciones del metro, es perfecto si solamente vas a descansar. Mireia nos permitió dejar el equipaje antes de la hora del check in para poder ir conociendo la ciudad.<br/>El departamento no tiene ventanas que den a la calle, así que se oscurece mucho y de repente era difícil saber si el día amanecía soleado o lloviendo.<br/>Tiene todo lo necesario para la estadía.",3
4147676,142015871,2017-04-06,65377992,"Un grand merci à Julie qui a su nous accueillir dans cette ville magnifique. L'appartement est idéal pour une famille avec deux enfants. Oui, la salle de bain est très petite et les toilettes à l'intérieur mais 3 chambres et un salon, c'est quand même le grand luxe ! Il est situé dans un quartier très sympa, animé mais pas trop, au quatrième étage ce qui est chouette. On va très rapidement sur les sites à visiter. Ce fut 4 jours formidables. Merci !",4
4147676,901982681491276458,2023-05-29,58225458,Hemos estado muy bien en el piso. Tiene todo lo necesario. El piso es pequeño pero estaba muy limpio y ordenado. Tiene tres habitaciones ( dos de ellas dobles) y esto es un plus. Cocina bien equipada. Sin duda ha sido una buena elección porque la ubicación ha sido inmejorable para el propósito de nuestro viaje.,3
4344155,719387505099628497,2022-09-19,17997739,Wonderful location<br/>Amazing decor. <br/>Will be back for another stay,4
4344155,910768689970894460,2023-06-10,71525010,Appartement spacieux et propreté impeccable. L’endroit est vraiment central. Un des plus beau nocarz que nous avons loué. Idéal pour 2 personnes.,2
4399271,815049427347936789,2023-01-29,495359758,Das war sehr gut gute Lage,1
3716592,866463256333335099,2023-04-10,339155416,Perfect location! Close enough to the main attractions but away from the hustle bustle. The apartment was beautiful and plenty of room for our family of 4. We enjoyed our coffee on the balcony every morning. I will be booking again on our next trip to Barcelona!  Natalia is a wonderful host! The cafe next door is amazing and we had the best burgers in Barcelona at the Snack Bar two doors down.,5
3716592,1190483089049652833,2024-06-30,25794542,Natalia’s place had everything we needed. The terrace was beautiful and surprisingly quiet considering the lively neighbourhood. Great restaurants and bars around. Natalia greeted us on arrival and explained everything very well which was a nice touch.,5
5246095,40917643,2015-08-03,34594853,"Tout d'abord, nous tenons à remercier Bryan pour son accueil et sa patience (avons eu un léger retard suite à un incident à l'arrivée) <br/>L'appartement est fidèle aux photos... propre, bien situé et fonctionnel.<br/>Nous avons passé un excellent séjour !!!<br/>Merci Maria :-)<br/>",4
5246095,1000553916917013389,2023-10-12,276558225,Was an excellent stay. Place was great looked just like the pictures… was close and walkable to other attractions. Overall great stay,5
5248481,488554299,2019-07-15,222710967,"Logement propre , sobre , bien équipé. Nous nous sommes sentie à l’aise à 5 adultes . Conforme au photos. <br/>Stations de métro à proximité, commerces dé proximité et boulangerie appréciables.<br/>L’hôte est très réactif et facile à communiquer mais nous ne les avons pas rencontrer parce que l’appartement est géré par une entreprise , mais il sont facile à atteindre et proposent quelques recommandations à l’appartement . <br/>Merci pour le très bon service , nous avons passer un séjours fantastique :)",4
5248481,1296375030566144221,2024-11-23,38479183,やりとりがスムーズ<br/>アパートは快適<br/>海に近い<br/>海の周りは素敵<br/>グラフィックが素敵なエリア,2
3773985,619313491461174219,2022-05-04,430126666,Excepcional apartamento. Buenísima ubicación y prestaciones. <br/>Nos sentimos como en casa totalmente! <br/>Repetiremos seguro.,2
3855575,19985167,2014-09-21,17787676,"A beautiful apartment close to everywhere, and she is an amazing host. I highly recommend! ",5
3855575,180479496,2017-08-10,6472224,"Don't think, book it. Laia's place is awesome, and we really enjoyed our stay. The location is great, close to everything but away from the hustle and bustle. The apartment is new and tastefully designed and decorated. Has everything that one can need, including the best shower we ever had at an nocarz (and better than most hotels) and an awesome terrace. Moreover, Laia kindly provided baby gear so we didn't have to schlep around too much stuff. They even replaced our towels with clean ones half way through the stay, which is a great touch. <br/>The only thing to note is that there are 20-25 stairs to get to the elevator, which we didn't expect and sucked a bit with a stoller, so if you have kids or accessibility limitations you should know, but hey it's Barcelona and we need to be thankful for the existence of an elevator... Wasn't too big of a deal honestly. <br/>Bottom line, awesome stay at one of the best nocarzs we have stayed it. You won't regret booking it. ",5
3855575,525929304080216584,2021-12-26,60962103,"We loved the balconies and the vistas! La Sagrada Familia and some of the mountains are in clear view from the apartment, which makes Laila’s home so magical. It’s centrally located and we never felt like the apartment was too far out of the way from the neighborhoods we ventured out to visit. I would definitely book with Laia again!",5
3855575,768654905827113122,2022-11-26,216397861,"Laia was great. Provided a list of things nearby that helped eased our travel, she was communicative, and provided solutions to any and all problems. <br/>Space was amazing, location was ideal, and will stay there next time! <br/>Best host I’ve had in years.",5
6511821,296120992,2018-07-25,130366181,"Great apartment in great location close to everything. We really enjoyed our stay in Barcelona. Isabelle was an amazing host, who gave us lots of insider tips and made us feel at home instantly! Totally recommend :) ",5
6511821,337720277,2018-10-17,212460655,"Nice and quiet place, very central located in a busy but not over-crowded street.",3
6522117,68888435,2016-04-07,47395345,房东人很好，很好交流。地理位置也很棒，走路到巴特洛之家很快 离购物街也不远。唯一的缺点就是洗澡不能四个人连着洗，最多两人就没有热水了。不过总的来说很不错,2
6522117,88821552,2016-07-25,35430585,"Estuvimos en barcelona con 3 amigas mas por 5 días y no pudimos haber elegido mejor lugar....el departamento de Gemma esta muy bien ubicado, a sólo 2 cuadras de la rambla y 3 de paseo de gracia....al lado de plaza de la universidad y plaza cataluña...realmente estratégicamente ubicado para poder caminar a todas partes....también esta cerca la de estación de metro y autobus para trayectos mas largos.<br/>por dentro el departamento esta muy lindo decorado, minimalista y tiene todo lo que se necesita para tener una estadía cómoda y agradable...lo recomiendo al 100%",2
7077608,68890981,2016-04-07,31600879,"Patricia was a nice host. She was very flexible with our timing since we had some difficulties with our flight. The appartement is exactly as described, a good clean room and a private bathroom. The location is ideal to visit Barcelona when using metro services. Although the flat is shared with Patricia and her husband, it didn't feel like that. We had a great time in their city thanks to their hospitality.",5
7120827,439611614112426096,2021-08-29,376110840,"The house is small, but very comfortable and is in a great location. It is 10 minutes on foot from Parc Guell and the Sagrada Familia. Also the metro is very close with 3 stops you arrive on the Rambla. It takes about 30 minutes on foot.<br/>We found some ""problems"" but they did not negatively affect our stay, and they are:<br/>- the broken shutter<br/>- the pans still greasy<br/>- they only gave us 2 towels and they were small, luckily we had our own.<br/>In addition to this the house has all the necessary services for a comfortable stay and to be able to enjoy a holiday. The host is always available for any eventuality and responds very quickly.",5
7120827,716514689348178706,2022-09-15,80716262,"Watch out if you are scheduled to arrive after 9pm as there is a $30 fee. We were unaware of this when we booked in 2021 and in none of the emails / confirmation messages was this highlighted. <br/>The location is a little far out of city centre so if you want to be able to walk / not relay on public transport this maybe isn’t the best place for you. <br/>In terms of cleanliness, the apartment was clean, however could do with a little bit of love. The shower did leak,  the “outdoor terrace” area is heavily shaded, and the television signal did not work.",5
7120827,1275332712820380989,2024-10-25,106208217,"Ubicación cómoda, zona muy linda. Anfitrión muy atento. El sofá cama es un poco incómodo. Cocina bien equipada.",2
7126414,1115080531342442875,2024-03-18,17535364,Totul a fost super! Locatie buna! Apartamentul foarte ok cu terasa mare!,4
7216651,204643160,2017-10-19,146186507,"Très bon accueil. Excellent emplacement (proche de restaurants, de superettes, de la Sagrada Familia et d'une station de taxis). Quartier animé sans être bruyant. Appartement tout équipé (rien ne manque). <br/>Seul inconvénient: les marches à monter jusqu'au troisième étage (ce qui peut être éprouvant, notamment avec une poussette). <br/>Nous avons passé un excellent séjour.",4
7216651,261908899,2018-05-07,182047258,"Boa localização, a 1 min da sagrada familia e proximo do metro. Host muito acessivel e apartamento com boas condições",2
7216651,369125069,2019-01-09,33877218,Все соответствует цене. Все хорошо.,2
7216651,872978509925177713,2023-04-19,508408366,"Logement très agréable, très propre et refait avec goût même si manque un peu de luminosité et d une vue un peu plus dégagée. Pratique au niveau de l accès aux transports, et aux pieds de la Sagrada Familia mais dans une petite rue très calme.",4
7216651,1086823537729389834,2024-02-08,338328023,Thank you for this amazing stay! The location is magnificent. The apartment was very clean and haf everything available thats needed for a comfortable stay in Barcelona.,5
7216651,1194048339249522280,2024-07-05,153117,"PROs: The location of Felix’ place is excellent — one block from the Sagrada Familia and close to tons of restaurants.  Felix was super responsive and helpful — he does have to hand you the key, which we felt bad about because we arrived very late at night but he didn’t seem to mind.  The apartment is comfortable for a family and there is a washer for laundry.  There was a coffee maker and cream. Apt was well stocked with shampoo, body wash, cleaning supplies, etc. <br/>CONS: We did get charged extra for arriving late plus the tourism tax — listing does not appear to have been updated with the latest tourism tax bc it changes so I would make sure to ask amount plus age of kids that have to pay. While it worked for us, it is a 4th floor walk up and staircase is narrow.  I only mention bc it may not work for some with a lot of heavy suitcases.",5
5818871,35822406,2015-06-22,16288823,Juan Carlos and Nina's property was an excellent base from which my group of 7 explored Barcelona. The apartment is very well situated. The place was very neat and clean and well equipped. Juan Carlos and Anna were gracious hosts and I'll stay with them again.,5
6855516,76925734,2016-05-29,62155155,"Jon was a great host - very welcoming and allowed us to check in early which was very helpful. The apartment itself is amazing - clean, small but spacious, had everything we needed, good location. Loved the balcony in the evening for a glass of wine. We would recommend this place to all of our friends and would definitely stay again if we return to Barcelona. Thanks Jon!",5
6855516,85090967,2016-07-10,77445357,"Logement conforme aux photos, le balcon est toutefois bien petit, sinon les équipements sont de bonne facture, comme la climatisation, et le wifi<br/>Le propriétaire nous a bien accueilli, nous a donné des documents fiables concernant les points d'intérêts comme les restaurants, <br/>Le logement est bien placé, même s'il faut compter 30 bonnes minutes pour aller à la plage, sinon pour le reste, on est central ",2
6855516,154556953,2017-05-25,61814469,"Great place, great host. Suited our needs very well. ",5
6855516,321341533,2018-09-10,50045188,Really nice and authentically Spanish feeling apartment. We really liked the location too as we could easily get anywhere and it wasn't right in the middle of the tourist areas. The apartment itself is a little noisy with the above neighbours stomping around on Friday and Saturday at around 2am. Nothing too bad though. There's a really amazing tapas restaurant nearby called La Platilleria that does amazing wine and better food! The host was absolutely wonderful and really made us feel welcome and gave us the low down on the whole city.,5
6855516,337671911,2018-10-17,39147638,Una ubicacion muy buena. Respuestas a cualquier inquitud super rapido. El apartamento es comodo y cuenta con lo suficiente para pasarla bien.,4
6855516,446372666,2019-05-01,2330702,"Awesome location in Poble Sec, a quick 20 minute walk from La Rambla and one street away from a plethora of tapas bars. Nice to stay in a more local area. The apartment has everything you need. We really enjoyed our time there.",5
6855516,484746617,2019-07-09,237222052,Great location close to food and walking distance to many things! Close to subway to make exploring the city easy! Hosts were very nice and helpful. Would stay again!,5
6855516,614404076,2020-03-05,12071769,Great little flat in a great location.,5
6855516,409147606265065734,2021-07-18,411190264,The stay was great from the cleaning and the check in till the end every thing was absolutely amazing we wanted to stay for longer and we booked more and more nights for a total of 8 or 9 nights <br/>The host juan was very available and helpful and answered to all of the requests and questions we had i realy recommend the stay in this apartment absolutely great vfm and great experience,5
6856056,840380210828046985,2023-03-05,450960624,"Ich werde Marionas Unterkunft weiterempfehlen , da das Preis-Leistungs-Verhältnis stimmte, die Ausstattung und Lage der Unterkunft meinen Erwartungen entsprach und die Kommunikation mit Mariona sehr gut war.",0
6856056,910709533345439033,2023-06-10,199055222,"Perfect location, walking distance from La sagrada Familia. Everything is near, excellent stay. Thank you, for making our vacacion a great one!",5
6856056,1171570615462914318,2024-06-04,45242291,Mariona is a great host. She met us at the apartment and explained everything. She put together Avery helpful and comprehensive binder on local recommendations and places to see. We referred to it often during our stay. The apartment is peaceful and close to Familia Segrada and Park Güell. I would stay there again if/when our travels take us back to Barcelona.,5
5901841,501189574323037534,2021-11-22,38425006,"The apartment is in a great location. The apartment is extremely clean and pure. Everything you need is there, nothing is missing. There is a gate outside for security. You feel safe. The port is not far and you are in the pulsating center of the city. Best place for great adventures!",5
5901841,1199187348076178311,2024-07-12,290601006,this was a great place for my family of 10 spanning 4 generations. everyone had their own room and lots of space to spread out. I would definetly book here again. We especially loved that we could drop off our luggage before the 3pm check in.,5
7652799,78418460,2016-06-06,3553925,This apartment worked great for our family of 4. Owner meet us as we arrived from the airport (even though we got a little delayed with baggage). It's a very central location and although the street is somewhat busy the Windows do a good job of blocking out noise. We were able to get good sleep as we recovered from jet lag. Can walk to two metro stops and plenty of places nearby.,4
7652799,156418329,2017-05-30,30425931,Mònica's place was really comfortable for us (4 visitors) with 3 bedrooms and a nice lounge area. It's located in a trendy area with bars and restaurants close by. Just 2 mins walk there are several breakfast places to stop by on the way out. Nice 20-30 min walk to La Rambla/Gothic Quarters. Really recommend to those visiting the city!,5
7652799,649825089861122016,2022-06-15,12151213,"Mònica’s apartment is the absolutely most perfect location you could ask for in Barcelona! It’s just such a breeze to walk anywhere from here! <br/>To make things even better, this apartment has a delicious empanada grab and go place right up the street, it also has two restaurants right downstairs ! We tried the one to the right as you walk out of the building. That one was great! My child who can be picky eater , loved the chicken noodle dish and it was very tasty! I had the paella for one for about 12$ and it was tasty! It was a pretty inexpensive place , my husband and other child also liked  their meals !<br/>  There is a really nice 24hr grocery across the street with the basics , like milk , cereal , yogurt and every thing you may need.  There is another 24 hour grocery if you take a right outside the door , go up the street and cross to the left.  They gave us a new sponge, for dishes as well as a dishea <br/>While walking there , you’ll see a bakery which has the BEST chocolate croissants!! So many other things as well! YouI will never regret staying at this amazing apartment. <br/>This place has every single thing set up perfectly for a family! The bed in the front that has access to the balcony is like the side of a Queen bed, but is two beds put together, however, I never woke up from my husband moving around and had perfectly great night sleeps! The kids rooms were two single beds one of them actually has a trundle bed underneath, the trundle bed under the  couch can also fit another child .<br/>So , basically , you could bring 4 kids and be just fine!   We had two with us and they absolutely loved the apartment and slept so well!<br/>I really cannot understand anyone thi<br/>nking it’s noisy there, it is not at all! It was such a restful place with everything you need. !<br/>Monica was so incredibly kind! She accommodated our late flight and made sure to answer our texts super quickly and helped us get the kids into the place to rest after the long airport line for customs at the Barcelona airport .. <br/>Last but not Least Shower had the best water pressure and never lost its warm water ! This place is perfect and you will have zero regrets and a wonderful time at her place!",5
8757334,151280584,2017-05-12,46991952,I enjoyed my stay at Andrea's place but there were 2 major problems.For some reason they haven't installed roll down blinds which are essential in Spain.The curtain did nothing to block out the morning sun.The second is that the walls were so thin that I could here the conversations in both the room next to me and the room above me.I didn't sleep very well during my stay but otherwise I would recommend this apartment to others,4
6176958,32777094,2015-05-21,8759558,"The perfect nocarz apartment. Nice deco, well equipped, looks exactly like the photos. The best possible location in Barcelona just off Paseo de Gracias.<br/><br/>Jordan was a great host, very friendly and helpful.<br/>I will definitely be using again, I highly recommend the apartment.<br/><br/>",5
6176958,209384426,2017-11-05,73597433,"Perfect location, right in front subway station, planty of nice grocery stores around within walking distance. Apartment well equipped, clean and spacious. I was very pleased.",5
6176958,967196898532943165,2023-08-27,15459238,"Esperienza nel complesso positiva. <br/>I pro: posizione in zona perfetta e di fronte a una fermata della metro, letti comodissimi, pulito , moderno e con tutto l'occorrente. Assistenza costante di sweetinn <br/>I contro: un po' rumoroso nonostante i doppi vetri, procedura di self checkin tramite cellulare non immediata e comunque occorre avere sempre il cellulare con sè (avrei preferito avere un paio di chiavi fisiche) , portone di ingresso molto pesante (una persona anziana farebbe fatica)",2
6222502,156981240,2017-06-02,40223814,Spectacular location - spectacular apartment- close to everything - in the heart of the city - views of Casa Batlo,4
6222502,1149912062429853439,2024-05-05,37753564,"We seven co-workers sightseeing together had very good time in this apartment.  It's across the street from Batley Apt. and the street is full if name brand shopping, making our last leg of trip convenient.<br/>Ana recommended excellent restaurants and helped us booking a taxi for five am.<br/>All these made our stay smooth and pleasant.<br/>We didn't cook or laundry and can't comment on these.  But we see plenty of pots and utensils.<br/>I highly recommend this apartment.",5
8075519,273742666,2018-06-07,93340826,Wonderful place - great space for a family!,5
9038526,333980563,2018-10-08,42126622,Muchas gracias!,2
9038526,1139684122338059884,2024-04-21,446746146,"Die Lage der Wohnung war super, das Team war sehr freundlich und hat super schnell auf meine Fragen geantwortet. <br/>Würde ich weiterempfehlen :)",2
9956262,276878896,2018-06-15,7765429,"This is a good size apartment in a convenient location. It’s definitely an old building, but there are some modern upgrades including an elevator and a nice bathroom. The host is extremely communicative and they have left a bunch of helpful little notes and tips all around the apartment.  We enjoyed it!",5
9121541,556680275,2019-10-30,15013859,"Ash's place was very nice. I loved the decor and the terrace. The bed was comfortable, the water pressure was good, and the location was great - within walking distance to lots of shops, restaurants, and attractions. Only flag is that there is a 5 floor walk up, no elevator! I only had one suitcase, so I could manage easily but it would be challenging with more luggage than that. Thank you for being a great host, Ash!",5
9121541,568295039,2019-11-24,5320305,A great studio in a perfect area.,5
10038461,162346718,2017-06-20,122260783,Appartenento moderno comodo al centro molto pulito .. accoglienza e gestione super da parte di Gian .. infatti noi 4 lo ringraziamo pubblicamente per le comodità ed i consigli .. a nostro avviso la struttura permette tranquillamente una vacanza in 4 per una settimana visto anche la cucina attrezzata e confortevole .. lo consigliamo ,4
10038461,571414759,2019-12-01,23893301,"Our stay with Gian & Alba was fantastic! Gian met us when we arrived and gave us lots of local tips, places to eat, and what to expect of the city. They were very responsive to all of our questions leading up to the trip and during the trip which was incredibly helpful. Apartment is in a great area filled with Tapas, bars, restaurants, markets, etc. We were able to get anything we needed instantly. Highly recommend this place for anyone traveling to Barcelona.",5
10038461,647622033549218754,2022-06-12,5860879,"A fabulous apartment, which actually is a bit bigger than the pics do justice for. Communication was great and we got all the info we needed on check in, plus some great local tips. The bunk beds are not great for tall adults and a little squeaky but otherwise everything was wonderful.",5
10038461,710692613860464835,2022-09-07,230407589,"El apartamento está muy bien ubicado, cerca a los principales sitios turísticos, fácil acceso a transporte, amplio y muy limpio. La comunicación con Gian fue muy buena y las recomendaciones excelentes. Muy recomendados, volveremos.",2
10038461,1349909687409857397,2025-02-05,545110744,Excelente todo! La ubicación perfecta. El depto se ve mejor que en las fotos. Muy completo. Gian un genio. Muy recomendable!,4
8515646,960780120584592578,2023-08-18,256627046,Wonderful place to stay. The view is insane. Perfect place to spend months in Barcelona. Thank you Manuel!,5
10172298,836095136264131907,2023-02-27,5466191,"This apartment was perfect for our needs-- centrally located, with reliable internet, and a lovely plant-filled private outdoor area. It was comfortable for the two of us to work from home. Guillaume was accommodating and responsive, giving thoughtful recommendations and even knowing where to get my vintage camera repaired. We wouldn't hesitate to stay here again.",5
9483720,649078438631086893,2022-06-14,458806416,The location of the apartment is great!<br/>One thing is that the furniture in the living room is heavily used and some cabinets were broken.,1
9602216,575730174,2019-12-11,40392111,We loved staying here! The neighborhood is great and gives you a more authentic experience of Barcelona while being close enough to walk to the more tourist areas or easily take the metro.  Alejandro was very attentive and easy to communicate with. He has a very helpful and complete hand out about things to do and places to go to in the area.,5
11004309,1249863593499578780,2024-09-20,53458239,"Monica’s place was perfect for our family of 4. It’s spacious, and close to amazing restaurants and local transportation. We would love to stay here again!",5
9639522,727316343253818175,2022-09-30,46718486,"We stayed for 3 nights at the appartement of André. First of all André is very reactive, before your arrival he contacts you and during your stay he gives you a lot of information about the region, bars, restaurants, sightseeing etc. He is always available which is very cool! The room and living room where you stay are large, perfect for two people and nicely decorated with a lot of light which enters by the large windows. You have a nice and big bathroom for yourself. The apartment is very well located. You can reach a lot of locations by foot and the metro station is nearby. Honestly don't hesitate to book this apartment for a citytrip!!! I highly recommend!!!",5
11160411,443997429837694760,2021-09-04,40121173,The perfect stay for visiting Barcelona!,4
